base hex  timestamps absolute
3432.7100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3432.7400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3432.7600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3432.7900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3432.8100 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3432.8300 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3433.9600 2 0353       Rx   d 8 33 81 00 00 13 49 00 00 
3434.3000 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3434.3300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3434.3500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3434.3800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3434.4000 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3434.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3434.7100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3434.7400 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3434.7600 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3435.9000 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3435.9300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3435.9500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3435.9800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3436.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3436.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3436.7200 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3436.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3437.5100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3437.5300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3437.5600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3438.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3438.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3438.7200 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3438.7400 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3438.9200 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3438.9700 2 0353       Rx   d 8 33 81 00 00 13 48 00 00 
3439.1100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3439.1300 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3439.1600 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3439.1800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3439.2000 2 0427       Rx   d 8 44 52 98 7A 19 00 15 00 
3439.2300 2 044D       Rx   d 8 00 40 00 00 2A F0 3F C7 
3439.2500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3439.2800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3439.5900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3439.6200 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3439.6400 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3439.6700 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3440.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3440.7100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3440.7300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3440.7600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3440.7800 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3440.8100 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3440.8300 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3442.2900 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3442.3200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3442.3400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3442.3700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3442.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3442.7100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3442.7400 2 0210       Rx   d 8 21 E0 F8 C0 00 21 E0 00 
3442.7600 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3443.8900 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3443.9200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3443.9400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3443.9700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3443.9900 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3444.0100 2 0353       Rx   d 8 33 81 00 00 13 45 00 00 
3444.0400 2 06F6       Rx   d 8 15 C2 65 86 42 EB E5 C3 
3444.6800 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
3444.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3444.7300 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3444.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3444.7700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3445.5000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3445.5200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3445.5500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3446.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3446.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3446.7200 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3446.7400 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3447.1000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3447.1200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3447.1500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3448.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3448.7100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3448.7300 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3448.7600 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3448.7800 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3448.8100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3448.8300 2 0427       Rx   d 8 44 52 98 7A 19 00 15 00 
3448.8500 2 044D       Rx   d 8 00 40 00 00 2A F0 3F C7 
3448.8800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3448.9000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3448.9300 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3448.9500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3448.9800 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3449.0000 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3449.0200 2 0353       Rx   d 8 33 81 00 00 13 43 00 00 
3449.5900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3449.6200 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3449.6400 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3449.6700 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3450.3100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3450.3300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3450.3500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3450.6800 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3450.7100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3450.7300 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3450.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3451.9000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3451.9300 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3451.9500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3452.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3452.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3452.7200 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3452.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3453.5000 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3453.5300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3453.5500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3453.5800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3453.6000 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3453.9700 2 0353       Rx   d 8 33 81 00 00 13 42 00 00 
3454.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3454.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3454.7200 2 0210       Rx   d 8 21 E0 F8 40 00 21 E0 00 
3454.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3455.1100 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3455.1400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3455.1600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3455.1900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3456.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3456.7100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3456.7400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3456.7600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3456.7900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3456.8100 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3456.8300 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3457.5900 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
3458.3100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3458.3300 2 0207       Rx   d 8 67 20 00 00 AF 80 00 00 
3458.3500 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3458.3800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3458.4000 2 0427       Rx   d 8 44 52 98 7A 19 00 15 00 
3458.4300 2 044D       Rx   d 8 00 40 00 00 2A E0 3F C7 
3458.4500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3458.4800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3458.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3458.7200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3458.7400 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3458.7700 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3458.9000 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3458.9700 2 0353       Rx   d 8 33 81 00 00 13 44 00 00 
3459.5900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3459.6200 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3459.6400 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3459.6700 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3459.9100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3459.9400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3459.9600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3460.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3460.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3460.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3460.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3461.5100 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3461.5300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3461.5600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3461.5800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3462.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3462.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3462.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3462.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3463.1100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3463.1300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3463.1600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3463.1800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3463.2100 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3463.9700 2 0353       Rx   d 8 33 81 00 00 13 43 00 00 
3464.6700 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
3464.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3464.7200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3464.7500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3464.7700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3464.7900 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3464.8200 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3464.8400 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3466.3100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3466.3400 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3466.3600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3466.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3466.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3466.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3466.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3467.9100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3467.9400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3467.9600 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3467.9900 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3468.0100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3468.0400 2 0427       Rx   d 8 44 52 98 7A 19 00 15 00 
3468.0600 2 044D       Rx   d 8 00 40 00 00 2A D0 3F C7 
3468.0800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3468.1100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3468.1300 2 06F6       Rx   d 8 15 C2 65 86 42 EB E5 C3 
3468.6900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3468.7100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3468.7400 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3468.7600 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3468.7800 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3468.9700 2 0353       Rx   d 8 33 81 00 00 13 42 00 00 
3469.5200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3469.5500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3469.5700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3469.6000 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3469.6200 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3469.6400 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3469.6700 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3470.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3470.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3470.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3470.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3471.1200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3471.1500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3471.1700 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3472.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3472.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3472.7200 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3472.7400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3472.7700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3472.7900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3472.8200 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3472.8400 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3472.8600 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3473.9700 2 0353       Rx   d 8 33 81 00 00 13 43 00 00 
3474.3400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3474.3700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3474.3900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3474.4200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3474.4400 2 0623       Rx   d 8 36 44 12 82 00 00 00 00 
3474.4600 2 0640       Rx   d 8 44 60 00 78 00 0C 86 00 
3474.4900 2 0650       Rx   d 8 10 36 44 01 06 00 00 00 
3474.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3474.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3474.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3474.7500 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3475.9400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3475.9700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3475.9900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3476.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3476.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3476.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3476.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3477.5400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3477.5700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3477.5900 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3477.6200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3477.6400 2 0427       Rx   d 8 44 52 98 7A 19 00 15 00 
3477.6600 2 044D       Rx   d 8 00 40 00 00 2A D0 3F C7 
3477.6900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3477.7100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3478.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3478.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3478.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3478.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3478.8000 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3478.9700 2 0353       Rx   d 8 33 81 00 00 13 44 00 00 
3479.1500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3479.1700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3479.2000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3479.5900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3479.6200 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3479.6400 2 0403       Rx   d 8 02 02 89 24 24 00 00 00 
3479.6600 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3479.6900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3480.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3480.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3480.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3480.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3480.7600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3480.7900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3480.8100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3480.8400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3482.3500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3482.3700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3482.4000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3482.4200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3482.4500 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3482.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3482.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3482.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3482.7400 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3483.9500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3483.9700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3484.0000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3484.0200 2 0353       Rx   d 8 33 81 00 00 13 47 00 00 
3484.6700 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
3484.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3484.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3484.7400 2 0085       Rx   d 8 03 D8 85 7C 03 1C 83 1C 
3484.7700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3485.5500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3485.5800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3485.6000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3486.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3486.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3486.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3486.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3487.1500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3487.1800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3487.2000 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3487.2200 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3487.2500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3487.2700 2 0427       Rx   d 8 44 52 98 7A 19 00 05 00 
3487.3000 2 044D       Rx   d 8 00 40 00 00 2A C0 3F C7 
3487.3200 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3487.3500 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3488.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3488.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3488.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3488.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3488.7600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3488.7900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3488.8100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3488.8400 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
3488.9700 2 0353       Rx   d 8 33 81 00 00 13 49 00 00 
3489.5900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
3489.6100 2 0350       Rx   d 8 44 00 00 00 00 00 00 00 
3489.6400 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
3489.6600 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
3490.3400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3490.3700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3490.3900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3490.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3490.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3490.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3490.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3491.9400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3491.9600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3491.9900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3492.0100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3492.0400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3492.0600 2 06F6       Rx   d 8 15 C2 65 86 42 EB E5 C3 
3492.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3492.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3492.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3492.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3493.5400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
3493.5700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3493.5900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3493.6100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3493.9700 2 0353       Rx   d 8 33 81 00 00 13 4C 00 00 
3494.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3494.7000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3494.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3494.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3495.1500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3495.1800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3495.2000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3496.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3496.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3496.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3496.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3496.7700 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
3496.7900 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
3496.8100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
3496.8400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3496.8600 2 0427       Rx   d 8 44 52 98 7A 19 00 05 00 
3496.8900 2 044D       Rx   d 8 00 40 00 00 2A B0 3F C7 
3496.9100 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3496.9400 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3498.3500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
3498.3700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
3498.3900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
3498.6700 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
3498.6900 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
3498.7200 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
3498.7400 2 0085       Rx   d 8 03 D7 85 7C 03 1C 83 1C 
3498.8500 2 0340       Rx   d 8 00 5A 00 00 00 00 00 00 
