base hex  timestamps absolute
2733.38640 2 0737       Rx   d 8 07 23 00 00 98 BC 00 04 
2733.62941 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2733.87189 2 0737       Rx   d 8 07 23 00 00 98 C0 00 04 
2734.12372 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2734.34640 2 0737       Rx   d 8 07 23 00 00 98 C4 00 04 
2734.61952 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2734.76926 2 0737       Rx   d 8 07 23 00 00 98 C8 00 04 
2735.02931 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2735.23534 2 0737       Rx   d 8 07 23 00 00 98 CC 00 04 
2735.51921 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2735.71406 2 0737       Rx   d 8 07 23 00 00 98 D0 00 04 
2736.01869 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2736.18977 2 0737       Rx   d 8 07 23 00 00 98 D4 00 04 
2736.48865 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2736.63553 2 0737       Rx   d 8 07 23 00 00 98 D8 00 04 
2736.93082 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2736.95933 2 0737       Rx   d 8 07 23 00 00 98 DC 00 04 
2737.12129 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2737.42101 2 0737       Rx   d 8 07 23 00 00 98 E0 00 04 
2737.72500 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2737.88701 2 0737       Rx   d 8 07 23 00 00 98 E4 00 04 
2738.13065 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2738.36197 2 0737       Rx   d 8 07 23 00 00 98 E8 00 04 
2738.66416 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2738.83872 2 0737       Rx   d 8 07 23 00 00 98 EC 00 04 
2739.14769 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2739.32059 2 0737       Rx   d 8 07 23 00 00 98 F0 00 04 
2739.62485 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2739.79283 2 0737       Rx   d 8 07 23 00 00 98 F4 00 04 
2740.02077 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2740.27558 2 0737       Rx   d 8 07 23 00 00 98 F8 00 04 
2740.51945 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2740.69341 2 0737       Rx   d 8 07 23 00 00 98 FC 00 04 
2740.93588 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2741.11998 2 0737       Rx   d 8 07 23 00 00 99 00 00 04 
2741.44872 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2741.62451 2 0737       Rx   d 8 07 23 00 00 99 04 00 04 
2741.93502 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2742.09642 2 0737       Rx   d 8 07 23 00 00 99 08 00 04 
2742.34474 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2742.41018 2 0737       Rx   d 8 07 23 00 00 99 0C 00 04 
2742.71538 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2742.87266 2 0737       Rx   d 8 07 23 00 00 99 10 00 04 
2743.14472 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2743.19162 2 0737       Rx   d 8 07 23 00 00 99 14 00 04 
2743.48363 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2743.68324 2 0737       Rx   d 8 07 23 00 00 99 18 00 04 
2743.94941 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2744.14803 2 0737       Rx   d 8 07 23 00 00 99 1C 00 04 
2744.44756 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2744.61943 2 0737       Rx   d 8 07 23 00 00 99 20 00 04 
2744.92348 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2745.07742 2 0737       Rx   d 8 07 23 00 00 99 24 00 04 
2745.31635 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2745.54755 2 0737       Rx   d 8 07 23 00 00 99 28 00 04 
2745.81684 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2746.03517 2 0737       Rx   d 8 07 23 00 00 99 2C 00 04 
2746.34825 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2746.52047 2 0737       Rx   d 8 07 23 00 00 99 30 00 04 
2746.83185 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2746.99454 2 0737       Rx   d 8 07 23 00 00 99 34 00 04 
2747.22539 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2747.48460 2 0737       Rx   d 8 07 23 00 00 99 38 00 04 
2747.72216 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2747.91041 2 0737       Rx   d 8 07 23 00 00 99 3C 00 04 
2748.22138 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2748.36859 2 0737       Rx   d 8 07 23 00 00 99 40 00 04 
2748.62229 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2748.83787 2 0737       Rx   d 8 07 23 00 00 99 44 00 04 
2749.12185 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2749.29296 2 0737       Rx   d 8 07 23 00 00 99 48 00 04 
2749.61219 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2749.77086 2 0737       Rx   d 8 07 23 00 00 99 4C 00 04 
2750.03674 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2750.07316 2 0737       Rx   d 8 07 23 00 00 99 50 00 04 
2750.31113 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2750.39081 2 0737       Rx   d 8 07 23 00 00 99 54 00 04 
2750.61129 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2750.87091 2 0737       Rx   d 8 07 23 00 00 99 58 00 04 
2751.11324 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2751.33289 2 0737       Rx   d 8 07 23 00 00 99 5C 00 04 
2751.63624 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2751.81022 2 0737       Rx   d 8 07 23 00 00 99 60 00 04 
2752.12652 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2752.28687 2 0737       Rx   d 8 07 23 00 00 99 64 00 04 
2752.52300 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2752.75255 2 0737       Rx   d 8 07 23 00 00 99 68 00 04 
2753.01977 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2753.18650 2 0737       Rx   d 8 07 23 00 00 99 6C 00 04 
2753.46969 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2753.65157 2 0737       Rx   d 8 07 23 00 00 99 70 00 04 
2753.92195 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2754.13384 2 0737       Rx   d 8 07 23 00 00 99 74 00 04 
2754.44980 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2754.61352 2 0737       Rx   d 8 07 23 00 00 99 78 00 04 
2754.92152 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2755.07123 2 0737       Rx   d 8 07 23 00 00 99 7C 00 04 
2755.33140 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2755.50999 2 0737       Rx   d 8 07 23 00 00 99 80 00 04 
2755.81829 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2756.00256 2 0737       Rx   d 8 07 23 00 00 99 84 00 04 
2756.31888 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2756.46832 2 0737       Rx   d 8 07 23 00 00 99 88 00 04 
2756.71803 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2756.78905 2 0737       Rx   d 8 07 23 00 00 99 8C 00 04 
2757.01084 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2757.27405 2 0737       Rx   d 8 07 23 00 00 99 90 00 04 
2757.51822 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2757.73900 2 0737       Rx   d 8 07 23 00 00 99 94 00 04 
2758.04102 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2758.21289 2 0737       Rx   d 8 07 23 00 00 99 98 00 04 
2758.53012 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2758.70992 2 0737       Rx   d 8 07 23 00 00 99 9C 00 04 
2759.00962 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2759.18518 2 0737       Rx   d 8 07 23 00 00 99 A0 00 04 
2759.51731 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2759.81094 2 0737       Rx   d 8 07 23 00 00 99 A4 00 04 
2760.13824 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2760.44667 2 0737       Rx   d 8 07 23 00 00 99 A8 00 04 
2760.71532 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2760.93938 2 0737       Rx   d 8 07 23 00 00 99 AC 00 04 
2761.24381 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2761.35901 2 0737       Rx   d 8 07 23 00 00 99 B0 00 04 
2761.60823 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2761.83032 2 0737       Rx   d 8 07 23 00 00 99 B4 00 04 
2762.12475 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2762.28906 2 0737       Rx   d 8 07 23 00 00 99 B8 00 04 
2762.61467 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2762.75176 2 0737       Rx   d 8 07 23 00 00 99 BC 00 04 
2763.00973 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2763.18676 2 0737       Rx   d 8 07 23 00 00 99 C0 00 04 
2763.51702 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2763.66538 2 0737       Rx   d 8 07 23 00 00 99 C4 00 04 
2763.92399 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2763.98714 2 0737       Rx   d 8 07 23 00 00 99 C8 00 04 
2764.31298 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2764.47128 2 0737       Rx   d 8 07 23 00 00 99 CC 00 04 
2764.70884 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2764.78964 2 0737       Rx   d 8 07 23 00 00 99 D0 00 04 
2765.11285 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2765.41492 2 0737       Rx   d 8 07 23 00 00 99 D4 00 04 
2765.74110 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2766.04506 2 0737       Rx   d 8 07 23 00 00 99 D8 00 04 
2766.30856 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2766.53788 2 0737       Rx   d 8 07 23 00 00 99 DC 00 04 
2766.80713 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2767.01573 2 0737       Rx   d 8 07 23 00 00 99 E0 00 04 
2767.34108 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2767.60871 2 0737       Rx   d 8 07 23 00 00 99 E4 00 04 
2767.91149 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2768.07978 2 0737       Rx   d 8 07 23 00 00 99 E8 00 04 
2768.45264 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2768.69283 2 0737       Rx   d 8 07 23 00 00 99 EC 00 04 
2769.01114 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2769.16983 2 0737       Rx   d 8 07 23 00 00 99 F0 00 04 
2769.44211 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2769.64358 2 0737       Rx   d 8 07 23 00 00 99 F4 00 04 
2769.91750 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2770.06805 2 0737       Rx   d 8 07 23 00 00 99 F8 00 04 
2770.31056 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2770.38166 2 0737       Rx   d 8 07 23 00 00 99 FC 00 04 
2770.60766 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2770.71912 2 0737       Rx   d 8 07 23 00 00 9A 00 00 04 
2771.01979 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2771.18264 2 0737       Rx   d 8 07 23 00 00 9A 04 00 04 
2771.51591 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2771.66325 2 0737       Rx   d 8 07 23 00 00 9A 08 00 04 
2771.91096 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2772.14880 2 0737       Rx   d 8 07 23 00 00 9A 0C 00 04 
2772.45148 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2772.77925 2 0737       Rx   d 8 07 23 00 00 9A 10 00 04 
2773.11167 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2773.42680 2 0737       Rx   d 8 07 23 00 00 9A 14 00 04 
2773.74330 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2774.01103 2 0737       Rx   d 8 07 23 00 00 9A 18 00 04 
2774.30869 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2774.48253 2 0737       Rx   d 8 07 23 00 00 9A 1C 00 04 
2774.80232 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2774.95277 2 0737       Rx   d 8 07 23 00 00 9A 20 00 04 
2775.20882 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2775.41844 2 0737       Rx   d 8 07 23 00 00 9A 24 00 04 
2775.71307 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2775.87018 2 0737       Rx   d 8 07 23 00 00 9A 28 00 04 
2776.14010 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2776.34078 2 0737       Rx   d 8 07 23 00 00 9A 2C 00 04 
2776.62729 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2776.78556 2 0737       Rx   d 8 07 23 00 00 9A 30 00 04 
2777.11667 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2777.27074 2 0737       Rx   d 8 07 23 00 00 9A 34 00 04 
2777.51000 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2777.74099 2 0737       Rx   d 8 07 23 00 00 9A 38 00 04 
2778.00760 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2778.22890 2 0737       Rx   d 8 07 23 00 00 9A 3C 00 04 
2778.54071 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2778.87657 2 0737       Rx   d 8 07 23 00 00 9A 40 00 04 
2779.10753 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2779.34219 2 0737       Rx   d 8 07 23 00 00 9A 44 00 04 
2779.60186 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2779.78321 2 0737       Rx   d 8 07 23 00 00 9A 48 00 04 
2780.00769 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2780.31591 2 0737       Rx   d 8 07 23 00 00 9A 4C 00 04 
2780.62619 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2780.87495 2 0737       Rx   d 8 07 23 00 00 9A 50 00 04 
2781.11884 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2781.35190 2 0737       Rx   d 8 07 23 00 00 9A 54 00 04 
2781.60032 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2781.81047 2 0737       Rx   d 8 07 23 00 00 9A 58 00 04 
2782.10417 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2782.28633 2 0737       Rx   d 8 07 23 00 00 9A 5C 00 04 
2782.60844 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2782.75834 2 0737       Rx   d 8 07 23 00 00 9A 60 00 04 
2783.02864 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2783.23560 2 0737       Rx   d 8 07 23 00 00 9A 64 00 04 
2783.51932 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2783.68328 2 0737       Rx   d 8 07 23 00 00 9A 68 00 04 
2784.00448 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2784.14470 2 0737       Rx   d 8 07 23 00 00 9A 6C 00 04 
2784.42647 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2784.47689 2 0737       Rx   d 8 07 23 00 00 9A 70 00 04 
2784.79865 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2784.94758 2 0737       Rx   d 8 07 23 00 00 9A 74 00 04 
2785.20327 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2785.43823 2 0737       Rx   d 8 07 23 00 00 9A 78 00 04 
2785.70272 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2785.86671 2 0737       Rx   d 8 07 23 00 00 9A 7C 00 04 
2786.10411 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2786.32893 2 0737       Rx   d 8 07 23 00 00 9A 80 00 04 
2786.60219 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2786.80151 2 0737       Rx   d 8 07 23 00 00 9A 84 00 04 
2787.11321 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2787.26991 2 0737       Rx   d 8 07 23 00 00 9A 88 00 04 
2787.52045 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2787.73360 2 0737       Rx   d 8 07 23 00 00 9A 8C 00 04 
2788.00179 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2788.19655 2 0737       Rx   d 8 07 23 00 00 9A 90 00 04 
2788.51465 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2788.67680 2 0737       Rx   d 8 07 23 00 00 9A 94 00 04 
2788.99632 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2789.14419 2 0737       Rx   d 8 07 23 00 00 9A 98 00 04 
2789.44383 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2789.61582 2 0737       Rx   d 8 07 23 00 00 9A 9C 00 04 
2789.92689 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2790.08155 2 0737       Rx   d 8 07 23 00 00 9A A0 00 04 
2790.42071 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2790.54847 2 0737       Rx   d 8 07 23 00 00 9A A4 00 04 
2790.80135 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2791.03413 2 0737       Rx   d 8 07 23 00 00 9A A8 00 04 
2791.30743 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2791.52391 2 0737       Rx   d 8 07 23 00 00 9A AC 00 04 
2791.83227 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2792.10951 2 0737       Rx   d 8 07 23 00 00 9A B0 00 04 
2792.41998 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2792.57911 2 0737       Rx   d 8 07 23 00 00 9A B4 00 04 
2792.90926 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2793.04987 2 0737       Rx   d 8 07 23 00 00 9A B8 00 04 
2793.30261 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2793.53313 2 0737       Rx   d 8 07 23 00 00 9A BC 00 04 
2793.79983 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2794.00558 2 0737       Rx   d 8 07 23 00 00 9A C0 00 04 
2794.28900 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2794.47331 2 0737       Rx   d 8 07 23 00 00 9A C4 00 04 
2794.78907 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2794.95940 2 0737       Rx   d 8 07 23 00 00 9A C8 00 04 
2795.20481 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2795.41587 2 0737       Rx   d 8 07 23 00 00 9A CC 00 04 
2795.71226 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2795.87686 2 0737       Rx   d 8 07 23 00 00 9A D0 00 04 
2796.20095 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2796.34567 2 0737       Rx   d 8 07 23 00 00 9A D4 00 04 
2796.59447 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2796.65855 2 0737       Rx   d 8 07 23 00 00 9A D8 00 04 
2796.90413 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2796.95979 2 0737       Rx   d 8 07 23 00 00 9A DC 00 04 
2797.18755 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2797.28962 2 0737       Rx   d 8 07 23 00 00 9A E0 00 04 
2797.60245 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2797.76294 2 0737       Rx   d 8 07 23 00 00 9A E4 00 04 
2797.99963 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2798.10678 2 0737       Rx   d 8 07 23 00 00 9A E8 00 04 
2798.42631 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2798.56284 2 0737       Rx   d 8 07 23 00 00 9A EC 00 04 
2798.90744 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2799.16067 2 0737       Rx   d 8 07 23 00 00 9A F0 00 04 
2799.42869 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2799.62671 2 0737       Rx   d 8 07 23 00 00 9A F4 00 04 
2799.90377 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2800.08205 2 0737       Rx   d 8 07 23 00 00 9A F8 00 04 
2800.42544 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2800.55695 2 0737       Rx   d 8 07 23 00 00 9A FC 00 04 
2800.80329 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2801.02460 2 0737       Rx   d 8 07 23 00 00 9B 00 00 04 
2801.30820 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2801.50705 2 0737       Rx   d 8 07 23 00 00 9B 04 00 04 
2801.78787 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2801.95986 2 0737       Rx   d 8 07 23 00 00 9B 08 00 04 
2802.18550 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2802.27433 2 0737       Rx   d 8 07 23 00 00 9B 0C 00 04 
2802.59387 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2802.74640 2 0737       Rx   d 8 07 23 00 00 9B 10 00 04 
2802.99692 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2803.21212 2 0737       Rx   d 8 07 23 00 00 9B 14 00 04 
2803.48730 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2803.71666 2 0737       Rx   d 8 07 23 00 00 9B 18 00 04 
2804.01108 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2804.27994 2 0737       Rx   d 8 07 23 00 00 9B 1C 00 04 
2804.59276 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2804.75996 2 0737       Rx   d 8 07 23 00 00 9B 20 00 04 
2804.99622 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2805.21901 2 0737       Rx   d 8 07 23 00 00 9B 24 00 04 
2805.50080 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2805.68497 2 0737       Rx   d 8 07 23 00 00 9B 28 00 04 
2805.99834 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2806.16645 2 0737       Rx   d 8 07 23 00 00 9B 2C 00 04 
2806.50104 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2806.62578 2 0737       Rx   d 8 07 23 00 00 9B 30 00 04 
2806.91556 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2807.10133 2 0737       Rx   d 8 07 23 00 00 9B 34 00 04 
2807.41543 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2807.57362 2 0737       Rx   d 8 07 23 00 00 9B 38 00 04 
2807.88434 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2808.02768 2 0737       Rx   d 8 07 23 00 00 9B 3C 00 04 
2808.28211 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2808.51479 2 0737       Rx   d 8 07 23 00 00 9B 40 00 04 
2808.81504 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2808.97293 2 0737       Rx   d 8 07 23 00 00 9B 44 00 04 
2809.31671 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2809.44976 2 0737       Rx   d 8 07 23 00 00 9B 48 00 04 
2809.68144 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2809.77439 2 0737       Rx   d 8 07 23 00 00 9B 4C 00 04 
2810.11470 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2810.20829 2 0737       Rx   d 8 07 23 00 00 9B 50 00 04 
2810.50496 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2810.53036 2 0737       Rx   d 8 07 23 00 00 9B 54 00 04 
2810.78978 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2811.00871 2 0737       Rx   d 8 07 23 00 00 9B 58 00 04 
2811.28306 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2811.47020 2 0737       Rx   d 8 07 23 00 00 9B 5C 00 04 
2811.78302 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2811.94791 2 0737       Rx   d 8 07 23 00 00 9B 60 00 04 
2812.18254 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2812.42602 2 0737       Rx   d 8 07 23 00 00 9B 64 00 04 
2812.70086 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2812.90473 2 0737       Rx   d 8 07 23 00 00 9B 68 00 04 
2813.19758 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2813.36625 2 0737       Rx   d 8 07 23 00 00 9B 6C 00 04 
2813.68209 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2813.83490 2 0737       Rx   d 8 07 23 00 00 9B 70 00 04 
2814.11901 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2814.31213 2 0737       Rx   d 8 07 23 00 00 9B 74 00 04 
2814.59221 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2814.79525 2 0737       Rx   d 8 07 23 00 00 9B 78 00 04 
2814.97857 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2815.10070 2 0737       Rx   d 8 07 23 00 00 9B 7C 00 04 
2815.40875 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2815.56664 2 0737       Rx   d 8 07 23 00 00 9B 80 00 04 
2815.90429 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2816.02727 2 0737       Rx   d 8 07 23 00 00 9B 84 00 04 
2816.27703 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2816.51422 2 0737       Rx   d 8 07 23 00 00 9B 88 00 04 
2816.77709 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2816.97892 2 0737       Rx   d 8 07 23 00 00 9B 8C 00 04 
2817.31652 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2817.40547 2 0737       Rx   d 8 07 23 00 00 9B 90 00 04 
2817.70505 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2817.72453 2 0737       Rx   d 8 07 23 00 00 9B 94 00 04 
2817.97668 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2818.04695 2 0737       Rx   d 8 07 23 00 00 9B 98 00 04 
2818.27976 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2818.36551 2 0737       Rx   d 8 07 23 00 00 9B 9C 00 04 
2818.67878 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2818.99339 2 0737       Rx   d 8 07 23 00 00 9B A0 00 04 
2819.27844 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2819.46687 2 0737       Rx   d 8 07 23 00 00 9B A4 00 04 
2819.78513 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2819.92564 2 0737       Rx   d 8 07 23 00 00 9B A8 00 04 
2820.18620 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2820.40699 2 0737       Rx   d 8 07 23 00 00 9B AC 00 04 
2820.68483 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
